nr_escuela_colegio,nr_PAE,fcs,csi_alimentos_menos_preferidos,csi_pedir_prestados_alimentos,csi_reducir_numero_comidas,csi_reducir_tamano_porciones,csi_reducir_adultos,fcs_carne,fcs_vegetales
_,_,88.0,0,0,0,0,0,7,7
_,_,59.5,4,0,3,0,0,2,3
_,_,65.5,7,1,1,7,0,3,7
_,_,34.0,2,0,0,0,0,2,2
_,_,24.5,0,0,2,1,0,0,1
_,_,22.0,3,7,7,7,0,0,0
_,_,84.0,3,2,2,2,0,7,3
_,_,59.0,7,1,0,3,0,7,0
_,_,60.5,1,1,0,1,0,0,0
_,_,88.0,3,0,1,2,0,7,7
_,_,90.5,1,0,0,7,0,7,7
_,_,33.5,6,0,4,4,0,3,2
_,_,68.0,7,0,7,7,0,4,4
_,_,97.0,0,0,0,0,0,7,7
_,_,97.0,0,0,0,0,0,7,7
_,_,56.0,6,6,5,5,0,5,4
_,_,54.0,7,7,7,3,0,3,2
_,_,11.0,3,3,4,3,0,0,1
_,_,36.0,2,0,0,0,0,5,0
_,_,34.0,3,0,0,0,0,2,0
_,_,11.5,1,2,3,7,0,1,0
_,_,46.5,7,5,0,7,0,4,2
_,_,87.0,0,0,0,0,0,7,1
_,_,34.0,7,2,0,2,0,0,7
_,_,31.5,7,1,1,7,0,0,7
_,_,61.5,5,5,0,7,0,6,3
_,_,60.0,1,1,0,3,0,3,0
_,_,53.0,1,0,7,7,7,7,1
_,_,76.0,0,0,0,0,0,4,4
_,_,62.0,0,0,0,7,0,7,5
_,_,12.0,0,0,0,1,0,1,1
_,_,46.0,3,0,2,2,0,7,3
_,_,46.0,3,0,2,2,0,7,3
_,_,48.0,7,0,2,3,2,4,2
_,_,48.0,0,0,0,0,0,5,0
_,_,67.0,2,2,2,2,2,3,7
_,_,90.5,0,0,0,0,0,7,7
_,_,96.0,0,0,0,0,0,7,7
_,_,62.0,0,1,0,7,2,7,1
_,_,78.0,2,0,0,3,0,7,2
_,_,78.0,1,0,0,0,0,6,7
_,_,78.0,1,0,0,0,0,6,7
_,_,20.5,2,0,0,0,0,2,0
_,_,97.0,0,0,0,0,0,7,5
_,_,69.5,0,0,0,0,0,7,7
_,_,60.0,2,7,0,3,0,3,7
_,_,87.5,0,0,0,0,0,7,7
_,_,63.5,7,0,0,0,0,7,7
_,_,82.0,2,1,7,0,2,7,2
_,_,27.5,1,2,7,7,0,2,1
_,_,38.5,2,1,0,0,0,3,2
_,_,54.0,0,0,0,0,0,5,7
_,_,90.0,0,1,0,0,0,7,4
_,_,93.0,0,0,0,0,0,7,7
_,_,45.0,2,0,7,7,0,3,3
_,_,32.0,0,7,0,7,0,2,0
_,_,32.0,0,7,0,7,0,2,0
1,1,85.0,0,0,3,7,0,7,0
_,_,41.0,0,0,7,0,0,3,3
_,_,64.0,7,0,0,0,0,3,7
_,_,50.0,1,0,0,0,0,7,1
_,_,26.5,2,1,3,7,0,2,1
_,_,78.0,0,0,0,2,0,4,0
_,_,75.5,1,2,2,2,2,7,0
_,_,89.0,3,7,3,3,0,7,2
_,_,87.0,2,3,2,7,0,7,0
1,0,58.5,2,3,3,3,0,6,0
_,_,61.0,0,0,0,4,0,6,0
_,_,56.0,7,0,7,7,3,4,0
_,_,87.0,7,1,3,0,0,7,7
_,_,60.5,1,0,0,0,0,7,5
_,_,40.5,3,3,3,3,0,3,0
_,_,7.5,7,3,7,0,0,0,0
_,_,7.5,7,3,7,0,0,0,0
_,_,109.5,4,0,0,0,0,7,7
_,_,57.0,5,1,7,7,0,7,0
_,_,112.0,0,0,0,0,0,7,7
_,_,108.5,0,0,0,0,0,7,7
_,_,91.0,0,0,0,0,0,7,3
_,_,54.0,0,0,0,0,0,7,7
_,_,108.5,0,1,0,0,0,7,7
_,_,88.0,0,0,0,0,0,7,4
_,_,73.0,0,0,0,0,0,3,7
_,_,57.5,7,0,0,0,0,7,7
_,_,112.0,0,0,0,0,0,7,7
_,_,71.0,0,0,0,0,0,2,7
_,_,90.5,0,0,0,0,0,7,3
_,_,69.0,0,0,0,0,0,7,4
_,_,66.0,5,0,5,4,0,7,3
_,_,66.5,2,0,0,7,0,5,2
_,_,112.0,0,0,0,0,0,7,7
_,_,94.0,0,0,0,0,0,7,7
_,_,82.5,0,0,0,0,0,7,0
_,_,66.0,1,0,0,7,0,3,0
_,_,80.0,7,0,0,0,0,7,5
_,_,80.0,7,0,0,0,0,7,5
_,_,90.0,7,2,7,7,0,7,0
_,_,57.0,3,0,0,0,0,5,2
_,_,39.0,0,0,0,0,0,5,3
_,_,30.0,0,0,0,4,0,2,1
_,_,44.0,0,0,0,7,0,4,2
_,_,53.0,7,0,2,2,0,4,4
_,_,62.5,7,0,7,7,0,7,7
_,_,62.5,7,0,7,7,0,7,7
_,_,36.0,0,0,2,7,0,2,2
_,_,78.0,4,0,5,0,0,3,7
_,_,29.0,5,3,7,7,0,2,0
_,_,31.5,0,1,0,0,0,1,2
_,_,31.5,0,1,0,0,0,1,2
_,_,79.5,3,0,0,3,0,7,0
_,_,112.0,0,1,0,0,0,7,7
_,_,94.5,0,0,0,0,0,7,7
_,_,45.0,1,1,0,0,0,6,0
_,_,89.0,0,0,0,0,0,7,7
_,_,75.0,0,0,0,0,0,7,7
_,_,97.0,0,0,0,0,0,7,7
_,_,55.5,7,1,7,7,0,3,0
_,_,45.5,0,0,0,0,0,0,0
_,_,73.0,0,0,0,0,0,7,3
_,_,55.5,2,0,0,3,0,7,7
_,_,77.5,0,0,7,0,0,3,7
_,_,53.5,0,0,0,0,0,2,4
_,_,53.5,0,0,0,0,0,2,4
_,_,83.0,7,3,1,0,0,4,7
_,_,63.5,0,7,0,7,0,2,7
_,_,98.5,0,7,0,0,0,7,4
_,_,55.5,0,7,0,7,0,7,7
_,_,65.0,0,0,0,0,0,7,0
_,_,6.0,1,0,7,7,0,0,0
_,_,89.0,7,0,7,7,0,7,0
_,_,60.0,0,0,0,0,0,7,0
_,_,54.0,7,0,7,3,0,0,2
_,_,54.0,7,0,7,3,0,0,2
_,_,78.0,3,0,0,0,0,7,5
_,_,74.0,0,0,0,0,0,7,5
_,_,95.0,0,0,0,0,0,7,7
_,_,73.0,4,0,7,7,0,5,7
_,_,73.0,4,0,7,7,0,5,7
_,_,3.5,0,7,7,7,0,0,0
_,_,39.0,1,0,7,7,0,4,0
_,_,78.5,0,0,0,0,0,7,4
_,_,53.5,3,5,0,0,4,3,7
_,_,53.5,3,5,0,0,4,3,7
_,_,48.0,3,0,1,0,0,3,5
_,_,56.0,1,1,2,7,0,5,7
_,_,40.0,7,5,7,7,7,3,0
_,_,86.0,5,2,0,4,0,7,3
_,_,78.0,3,0,0,0,0,4,4
_,_,112.0,0,0,0,0,0,7,7
_,_,81.5,0,0,0,0,0,7,2
_,_,92.0,0,0,0,0,0,7,5
_,_,83.0,0,0,0,0,0,7,3
_,_,46.5,7,7,0,3,0,7,0
_,_,61.5,1,0,0,1,0,7,7
_,_,99.0,3,0,0,0,0,7,7
_,_,58.0,5,2,3,1,0,5,4
_,_,38.5,7,6,4,4,0,4,1
_,_,37.5,0,2,0,2,0,3,3
_,_,37.5,0,2,0,2,0,3,3
_,_,31.5,0,0,1,0,0,4,1
_,_,88.5,7,0,7,7,0,7,7
_,_,70.0,1,0,7,0,0,7,7
_,_,51.0,0,0,0,0,0,7,0
_,_,55.5,0,0,7,3,0,7,7
1,1,54.0,1,1,0,0,0,3,0
_,_,30.5,7,0,0,7,0,1,0
_,_,45.0,3,0,7,0,0,7,0
_,_,51.5,0,2,2,2,0,3,0
1,1,40.0,2,0,0,0,0,2,0
_,_,43.5,7,1,7,0,0,4,7
_,_,60.0,5,1,7,7,0,4,5
_,_,36.0,0,0,0,0,0,3,0
_,_,26.0,1,1,2,7,0,1,0
1,0,85.5,2,1,0,0,0,7,7
_,_,67.0,0,0,7,0,0,7,7
_,_,94.5,4,0,0,7,0,7,7
_,_,93.5,0,0,0,0,0,7,7
_,_,84.0,0,0,0,0,0,7,7
_,_,59.5,3,0,7,7,0,7,2
_,_,77.0,0,0,0,0,0,6,7
_,_,90.5,0,0,0,0,0,7,7
1,0,12.0,7,0,2,0,2,1,0
0,_,58.0,6,0,2,4,0,7,2
_,_,51.5,4,7,2,3,3,3,3
_,_,71.0,0,0,2,2,0,7,0
_,_,66.0,3,2,7,7,0,7,0
_,_,37.0,7,3,1,4,0,3,0
_,_,94.0,0,0,1,0,0,7,4
_,_,66.0,1,2,0,3,0,7,4
_,_,61.5,2,0,0,7,0,7,3
_,_,47.5,7,0,0,0,0,7,1
_,_,56.0,7,7,7,7,0,7,7
_,_,84.0,0,0,0,0,0,7,7
_,_,96.0,1,0,0,0,0,7,7
1,0,61.5,2,0,3,7,0,7,2
_,_,53.5,3,0,0,0,0,7,0
_,_,28.0,7,0,7,7,0,4,0
0,_,57.5,0,1,2,0,1,7,0
_,_,46.0,7,0,0,0,0,3,7
_,_,97.0,7,7,7,7,0,7,4
_,_,70.0,3,0,0,0,0,7,2
_,_,76.0,7,7,0,7,0,7,7
_,_,90.0,2,0,0,0,0,7,0
_,_,97.0,0,0,0,0,0,7,7
_,_,71.5,6,0,0,0,0,7,4
_,_,91.0,0,0,0,0,0,7,7
_,_,108.0,0,0,0,0,0,7,3
1,0,90.5,3,3,0,3,3,7,2
_,_,93.0,2,0,0,7,0,7,0
_,_,94.0,0,0,0,0,0,7,7
_,_,69.0,0,0,0,0,0,7,1
_,_,93.5,0,0,0,0,0,7,7
_,_,98.0,0,0,0,0,0,7,7
1,0,60.5,2,0,3,0,0,4,4
1,1,29.5,5,3,7,7,7,3,0
_,_,82.0,0,0,0,0,0,7,0
_,_,70.0,2,0,0,0,0,7,3
_,_,83.5,3,3,0,7,0,7,0
_,_,84.0,2,3,0,0,0,7,0
_,_,87.0,4,0,0,5,0,7,7
_,_,84.0,2,0,0,7,0,7,7
_,_,66.0,0,0,0,0,0,7,7
1,0,20.5,7,3,2,7,7,0,0
1,1,110.0,0,0,0,0,0,7,7
_,_,75.0,0,0,0,0,0,7,7
1,1,71.0,7,3,4,4,0,7,2
1,1,72.5,7,0,0,2,2,7,0
_,_,69.0,7,0,0,7,3,5,7
_,_,49.0,5,0,5,7,0,7,0
_,_,81.5,2,0,0,0,0,7,3
_,_,77.0,0,0,0,2,0,7,0
_,_,62.0,7,2,3,4,0,7,0
1,0,78.0,1,0,0,2,0,7,2
_,_,92.0,2,0,0,0,0,7,7
1,1,45.0,3,0,7,7,0,3,0
_,_,87.0,0,0,0,0,0,7,0
_,_,39.0,5,0,0,0,0,2,7
1,0,85.0,0,0,0,0,0,7,7
_,_,52.5,5,0,3,0,0,2,3
1,1,90.0,2,1,0,0,0,7,7
_,_,100.0,0,0,0,0,0,7,6
_,_,98.0,3,0,3,0,0,7,7
1,1,70.5,3,1,1,0,0,4,7
_,_,98.0,2,0,0,0,0,7,5
_,_,51.0,7,0,0,0,0,4,1
_,_,61.5,3,0,1,1,0,7,0
_,_,77.0,2,1,0,1,0,5,0
_,_,45.5,7,7,7,7,0,4,7
_,_,78.0,0,0,0,0,0,7,7
_,_,40.0,7,2,3,3,0,2,1
0,_,83.0,0,0,0,0,0,7,0
1,0,76.0,0,0,0,0,0,4,2
1,1,50.0,3,2,4,7,7,7,2
_,_,79.5,5,3,4,4,0,4,6
_,_,67.0,7,0,7,7,7,7,7
_,_,50.5,1,0,0,0,0,3,0
1,0,74.0,3,1,7,7,7,6,0
_,_,51.5,7,1,0,3,0,3,1
0,_,52.5,0,0,0,0,0,7,0
1,0,66.5,0,0,0,0,0,6,1
_,_,74.5,0,0,0,0,0,7,0
_,_,60.0,7,0,0,0,0,7,1
1,0,33.5,3,0,4,6,0,4,0
1,0,84.0,4,3,0,0,0,7,4
_,_,76.0,0,0,0,0,0,5,7
_,_,24.0,7,2,6,6,0,0,0
_,_,89.0,7,2,4,2,0,7,0
_,_,73.0,1,0,0,0,0,5,7
_,_,58.5,3,4,3,7,0,3,5
_,_,28.0,3,0,5,5,0,3,1
_,_,70.5,0,0,0,0,0,7,7
1,0,98.0,0,0,0,0,0,7,5
_,_,55.0,1,0,0,7,0,7,0
1,1,98.0,7,2,0,7,0,7,0
_,_,82.0,0,1,0,0,0,7,7
_,_,68.0,2,0,0,0,0,7,3
_,_,57.0,3,0,0,0,0,7,3
_,_,96.5,0,0,0,0,0,7,7
_,_,57.5,0,0,0,0,0,7,2
_,_,81.0,3,0,0,0,0,7,0
_,_,66.0,7,0,0,0,0,4,4
_,_,62.0,3,7,7,0,0,7,0
_,_,59.0,0,2,4,5,0,7,0
1,1,55.0,7,7,7,7,7,7,0
_,_,58.0,0,0,0,0,0,7,1
_,_,53.0,2,2,0,3,0,7,0
_,_,32.5,0,0,0,0,0,2,0
_,_,58.5,0,0,0,0,0,7,7
_,_,102.5,0,0,0,0,0,7,7
_,_,69.0,7,0,2,0,0,3,3
_,_,84.0,0,0,0,0,0,0,7
_,_,58.0,0,0,0,0,0,7,2
_,_,98.0,7,0,0,0,0,7,0
1,0,85.0,7,7,7,7,0,4,4
_,_,44.5,7,0,7,7,0,2,2
_,_,76.0,7,0,7,7,0,5,4
_,_,67.5,2,0,3,1,0,7,5
_,_,82.0,0,0,0,5,0,4,7
_,_,87.0,5,0,3,1,0,7,6
_,_,64.0,1,0,7,0,0,7,4
_,_,26.0,0,1,1,2,0,1,0
_,_,87.0,0,0,0,0,0,7,7
_,_,60.0,0,0,0,0,0,4,7
1,0,66.0,3,2,0,4,4,3,2
1,1,59.0,7,2,7,7,2,1,7
1,0,51.0,7,3,7,7,0,0,1
_,_,68.0,3,1,2,7,0,4,7
_,_,65.0,1,7,0,0,0,3,0
_,_,46.0,3,0,2,2,0,3,3
1,0,82.0,5,0,2,3,0,7,0
1,1,53.0,0,0,0,0,0,5,0
_,_,32.0,7,0,3,7,0,0,0
_,_,72.0,0,0,0,3,0,6,0
_,_,48.5,7,1,7,7,0,3,0
_,_,77.0,4,7,2,3,0,7,0
1,1,105.0,0,0,0,0,0,6,7
1,1,77.5,5,3,2,1,0,5,7
_,_,73.0,1,0,0,5,0,3,7
_,_,48.0,0,2,3,7,0,2,7
_,_,53.0,7,1,3,7,0,1,7
_,_,38.0,7,2,3,3,0,2,3
_,_,34.0,7,2,0,3,0,2,0
_,_,56.5,7,1,1,1,0,7,2
1,1,75.0,0,2,0,0,1,7,3
_,_,36.0,1,1,0,7,0,1,7
_,_,44.0,3,2,2,0,0,4,7
1,1,15.0,0,1,0,0,2,0,1
_,_,41.5,5,4,4,3,3,3,7
_,_,31.0,5,0,6,6,0,1,3
_,_,72.0,4,0,0,2,0,5,7
_,_,56.0,7,0,0,0,0,7,3
1,0,84.0,0,0,7,0,0,7,7
_,_,56.0,0,3,7,0,4,7,7
_,_,56.0,7,0,0,2,3,6,0
_,_,86.0,3,0,7,7,0,6,0
_,_,95.5,1,2,0,1,1,7,7
_,_,72.5,2,0,1,0,0,7,7
_,_,54.0,7,2,2,2,0,7,3
_,_,87.0,0,0,0,0,0,4,7
_,_,31.0,3,0,2,0,2,2,1
_,_,95.5,2,1,0,2,0,7,7
_,_,98.0,0,0,0,0,0,7,5
_,_,46.0,0,0,2,0,0,4,7
_,_,93.0,0,0,0,0,0,7,7
_,_,76.0,2,0,0,0,0,5,4
_,_,34.0,2,0,2,3,0,0,7
_,_,55.0,7,2,2,1,2,7,3
_,_,57.0,7,2,3,3,0,4,7
1,1,63.0,2,0,0,0,2,2,3
_,_,26.5,2,7,7,7,0,4,2
_,_,28.5,2,0,3,2,0,2,3
1,0,87.0,7,3,7,5,7,7,2
_,_,90.5,2,0,0,0,0,7,0
1,0,64.0,7,0,0,0,0,2,7
1,0,71.0,3,0,2,7,0,7,3
_,_,70.0,0,0,0,0,0,7,7
1,0,103.0,0,0,0,0,0,7,7
0,_,92.5,4,0,0,0,0,7,3
_,_,101.5,0,0,0,0,0,7,0
_,_,78.0,3,0,3,4,0,7,3
_,_,74.0,1,0,0,0,0,5,5
1,1,65.0,0,0,0,0,0,7,7
_,_,79.0,3,0,0,0,0,6,4
_,_,62.0,0,0,0,0,0,7,7
_,_,48.5,1,0,2,2,0,7,1
1,0,51.0,7,0,0,0,0,3,0
1,1,93.5,7,2,0,2,2,7,3
_,_,58.0,7,2,2,7,0,3,7
_,_,35.0,1,0,0,0,0,2,0
_,_,73.5,1,0,0,0,0,7,7
_,_,33.5,7,7,3,7,7,3,0
_,_,84.5,4,0,2,3,0,7,0
_,_,65.0,4,0,0,0,0,6,7
_,_,30.0,4,0,5,0,7,0,0
_,_,55.0,5,3,4,7,0,7,2
1,1,56.0,2,7,3,7,7,7,0
_,_,80.0,1,0,3,3,3,5,2
_,_,25.0,4,0,3,2,0,1,0
1,0,49.5,0,0,2,2,5,0,1
_,_,58.0,1,1,2,7,0,6,0
_,_,31.0,2,2,0,3,0,3,0
1,0,54.5,7,0,0,0,6,5,0
_,_,61.0,2,1,1,0,1,6,0
_,_,98.0,0,0,0,0,0,7,3
_,_,77.0,0,0,0,0,0,3,0
_,_,42.5,2,1,1,2,1,3,2
_,_,112.0,0,0,0,0,0,7,7
_,_,13.5,7,2,7,7,7,1,1
_,_,90.0,0,0,0,0,0,7,7
_,_,17.0,7,0,7,7,0,0,0
_,_,48.0,0,0,0,0,0,4,3
_,_,106.0,0,0,0,0,0,7,7
_,_,87.0,0,0,0,0,0,5,5
_,_,54.5,6,2,6,6,5,7,4
_,_,107.0,0,0,0,0,0,7,5
_,_,8.5,2,0,4,0,0,0,0
_,_,50.0,4,0,0,0,0,0,0
_,_,81.5,2,0,0,0,0,7,4
_,_,67.5,3,3,2,5,0,7,3
_,_,63.0,4,2,0,0,0,7,5
_,_,46.0,6,0,0,0,0,3,0
_,_,22.5,4,0,4,0,0,3,0
1,0,47.0,5,5,6,0,5,7,2
_,_,61.0,7,0,3,7,0,7,3
_,_,42.5,3,3,3,3,0,4,2
_,_,56.5,5,0,5,5,0,4,2
_,_,97.0,0,0,0,0,0,7,7
_,_,82.0,0,0,7,7,0,7,7
_,_,80.0,0,0,0,0,0,7,2
_,_,76.5,2,0,0,3,0,5,2
_,_,92.0,0,0,0,0,0,7,7
_,_,29.5,2,3,3,3,0,3,0
_,_,90.0,0,0,0,0,0,7,2
_,_,88.5,7,0,5,0,7,7,0
_,_,67.0,3,0,0,0,0,7,0
_,_,62.5,1,0,0,0,0,7,7
_,_,63.0,0,0,0,0,0,4,0
_,_,72.5,7,2,0,3,0,5,5
1,0,55.0,2,3,0,7,7,4,0
_,_,97.0,0,0,0,0,0,7,7
1,1,109.5,3,0,0,0,0,7,7
_,_,73.0,0,0,0,0,0,7,4
_,_,72.0,0,0,0,7,0,7,7
_,_,94.5,0,0,0,0,0,7,7
_,_,76.0,0,0,0,0,0,7,7
_,_,53.0,0,0,0,0,0,7,1
_,_,81.0,0,0,0,0,0,6,7
_,_,71.5,0,0,0,0,0,7,0
_,_,49.5,0,0,0,0,0,5,2
_,_,41.5,3,4,7,7,0,2,3
1,0,72.5,0,0,0,0,0,7,7
_,_,54.0,4,1,5,3,0,2,1
_,_,90.0,4,2,0,7,0,7,3
_,_,67.0,1,0,0,0,0,7,0
_,_,60.0,1,1,0,0,0,7,3
_,_,96.0,0,0,0,0,0,7,7
_,_,107.0,0,0,0,0,0,7,7
1,1,68.5,0,0,0,0,0,7,7
_,_,66.0,0,0,0,0,0,3,7
_,_,69.0,0,0,0,0,0,7,7
_,_,51.5,1,0,0,0,0,4,0
_,_,67.0,7,0,0,0,0,7,3
_,_,92.0,0,0,0,0,0,7,7
_,_,64.0,2,0,7,7,0,1,7
_,_,112.0,1,0,1,7,1,7,7
_,_,49.0,7,3,3,7,7,7,0
_,_,89.0,0,0,0,0,0,7,0
_,_,56.0,7,2,7,7,0,7,4
_,_,98.0,0,0,0,0,0,7,0
_,_,112.0,0,0,0,0,0,7,7
_,_,86.0,7,7,7,7,0,7,3
_,_,69.0,0,0,0,0,0,7,0
_,_,91.0,0,0,0,0,0,7,7
_,_,60.0,0,0,0,0,0,7,0
_,_,72.5,2,2,2,0,0,5,1
_,_,59.5,3,0,3,3,0,5,0
_,_,44.0,7,0,0,7,0,3,2
1,1,77.0,7,7,7,7,7,7,0
1,1,87.0,3,3,0,0,0,7,0
1,0,54.0,1,0,0,0,0,7,0
_,_,69.0,2,0,0,0,0,5,4
_,_,90.0,0,0,0,0,0,7,3
_,_,48.0,0,0,0,0,0,2,5
1,1,59.0,2,7,0,4,7,7,7
_,_,97.0,0,3,0,0,0,7,7
_,_,88.0,3,0,0,3,0,7,7
_,_,94.0,0,0,0,7,0,7,7
_,_,95.0,0,0,0,0,0,7,5
_,_,80.0,0,0,0,0,0,7,7
1,0,53.0,7,1,0,3,0,7,1
_,_,62.0,3,0,0,0,0,7,0
1,1,87.0,0,0,0,0,0,7,0
_,_,94.0,1,0,0,0,0,7,7
_,_,74.0,7,0,0,5,0,7,0
_,_,47.5,2,0,4,2,0,4,0
_,_,51.0,5,0,2,6,0,4,7
_,_,78.5,4,3,5,7,0,5,3
1,1,69.0,5,1,0,0,0,7,4
_,_,94.0,0,0,0,0,0,7,7
_,_,45.5,0,0,0,0,0,0,7
_,_,40.0,7,0,0,3,0,2,1
_,_,66.5,3,0,0,0,0,7,4
_,_,80.5,7,0,3,0,0,7,0
_,_,103.0,0,0,0,0,0,7,7
_,_,80.0,0,0,0,0,0,4,7
_,_,97.0,7,0,0,0,0,7,7
_,_,100.0,0,0,0,0,0,7,7
_,_,88.0,1,0,0,0,0,7,7
1,1,89.0,0,0,5,7,7,7,2
_,_,56.0,1,0,2,0,0,3,3
1,0,90.0,0,0,0,0,0,7,0
_,_,67.0,3,0,0,0,0,0,7
_,_,66.0,0,0,0,0,0,7,7
_,_,90.0,0,0,0,0,0,6,4
_,_,38.0,5,0,3,5,0,0,2
_,_,86.0,0,0,0,0,0,7,6
1,1,90.0,0,0,0,0,0,7,7
_,_,87.0,0,0,0,0,0,7,0
_,_,65.5,0,0,0,0,0,7,0
_,_,94.0,0,0,0,0,0,7,7
_,_,71.0,2,0,0,0,0,7,7
_,_,64.0,4,2,0,0,0,3,0
_,_,75.0,4,0,2,2,0,6,2
1,1,54.0,4,2,3,3,4,3,0
_,_,83.0,3,0,7,7,0,7,3
_,_,38.0,2,0,2,3,0,4,0
_,_,104.0,0,0,0,0,0,7,7
_,_,54.0,3,0,3,2,0,7,0
1,1,94.0,3,0,3,7,0,7,7
_,_,105.0,0,0,0,0,0,7,0
_,_,89.0,7,0,3,7,0,7,7
_,_,85.0,0,7,0,0,0,7,4
_,_,90.0,0,0,0,0,0,6,7
_,_,92.0,0,0,0,0,0,7,4
_,_,56.0,2,0,0,0,0,7,0
_,_,61.0,7,0,0,0,0,7,2
1,0,88.0,0,0,0,0,0,7,4
_,_,56.5,7,2,7,6,7,7,2
_,_,60.0,0,0,1,7,0,6,0
_,_,30.0,3,0,3,3,0,0,1
_,_,93.0,1,0,0,7,0,7,7
_,_,55.0,0,0,2,0,0,7,0
_,_,48.5,0,0,2,7,0,4,4
_,_,83.5,0,0,0,0,0,5,3
_,_,52.0,1,1,7,7,0,7,0
_,_,57.0,6,2,2,5,0,7,0
_,_,57.5,0,0,0,0,0,7,0
_,_,104.5,0,0,0,7,0,7,0
_,_,60.0,7,2,0,7,0,7,7
_,_,69.0,0,2,0,0,0,7,2
_,_,60.0,1,0,0,7,0,7,7
_,_,70.5,3,3,0,7,0,7,7
_,_,68.0,7,0,7,7,7,7,2
_,_,45.0,0,0,0,0,0,4,0
_,_,92.0,0,7,7,7,0,7,2
_,_,50.0,5,0,0,0,0,3,7
_,_,41.0,7,0,2,7,0,3,2
_,_,68.0,2,3,7,0,0,3,3
_,_,41.0,5,0,0,0,0,3,2
_,_,77.0,2,0,0,7,0,7,7
_,_,68.0,2,1,0,7,0,7,3
_,_,46.0,1,1,1,0,0,3,4
_,_,58.5,7,0,3,7,0,7,7
_,_,34.0,2,0,0,0,0,2,2
_,_,63.0,0,0,7,7,0,7,7
1,1,97.0,7,0,0,0,0,7,7
_,_,85.0,0,0,0,7,0,7,7
_,_,56.0,7,0,0,0,0,7,1
_,_,53.0,0,0,0,0,0,7,0
_,_,55.0,0,0,0,0,0,7,0
_,_,42.0,7,1,0,0,0,2,7
_,_,60.0,0,0,0,0,0,7,2
_,_,75.0,2,0,0,0,0,7,2
_,_,57.0,0,0,0,0,0,7,7
_,_,77.0,3,0,0,0,0,7,4
1,0,88.0,0,0,0,0,0,7,3
_,_,78.0,0,0,0,0,0,7,0
_,_,62.0,0,0,0,0,0,7,6
_,_,58.0,1,0,0,0,0,7,2
_,_,74.5,0,0,0,0,0,7,2
_,_,22.0,7,5,5,4,0,0,0
_,_,112.0,0,0,0,0,0,7,7
_,_,61.0,1,0,0,0,0,7,3
_,_,76.0,3,0,0,0,0,7,0
_,_,71.0,7,0,0,0,0,7,7
_,_,84.0,0,0,0,0,0,7,7
_,_,40.0,7,0,0,7,0,3,1
_,_,56.0,2,0,0,0,0,7,1
_,_,46.0,0,0,0,0,0,4,0
_,_,69.0,7,7,0,0,0,7,0
_,_,77.0,7,0,0,0,0,7,7
_,_,92.5,2,2,3,3,0,7,7
_,_,51.5,0,0,0,4,0,7,0
_,_,79.0,7,1,0,7,0,5,7
_,_,88.5,0,0,0,0,0,7,2
_,_,58.0,3,0,0,0,0,7,0
_,_,59.5,1,2,0,2,0,7,7
1,0,68.0,2,0,0,0,0,7,7
_,_,88.0,0,0,0,7,0,7,7
_,_,93.0,0,0,0,0,0,7,7
_,_,53.0,2,0,0,0,0,7,0
_,_,63.0,0,0,0,0,0,4,2
_,_,56.0,5,5,0,6,0,6,1
1,0,57.5,3,0,0,0,1,7,1
0,_,67.5,3,0,0,0,0,7,4
_,_,70.0,0,1,0,0,0,7,1
_,_,31.5,0,0,0,0,0,3,0
_,_,73.0,0,0,0,0,0,7,5
_,_,74.0,0,0,0,3,0,5,6
_,_,56.5,0,0,0,0,0,3,0
_,_,59.0,7,3,2,7,0,4,0
_,_,62.5,0,0,0,0,0,7,4
_,_,87.5,0,0,0,0,0,7,3
_,_,4.0,7,0,7,7,0,0,0
_,_,47.0,0,0,0,0,0,4,0
_,_,67.0,0,7,0,0,0,7,2
_,_,56.5,0,0,0,0,0,7,0
_,_,70.5,7,0,0,0,0,6,5
_,_,94.0,0,0,0,0,0,7,7
_,_,54.5,0,5,0,0,0,7,1
_,_,90.0,0,0,0,0,0,7,2
_,_,30.0,3,2,0,3,0,2,0
_,_,52.0,1,0,0,0,0,7,0
_,_,49.0,0,0,3,3,0,7,0
_,_,63.0,7,0,7,0,0,7,0
_,_,47.0,0,0,0,4,0,4,0
1,1,41.0,7,2,4,2,3,5,0
_,_,25.5,7,0,7,7,0,3,2
_,_,85.0,7,0,7,7,0,6,7
_,_,68.0,3,0,2,0,0,7,5
_,_,60.0,7,2,2,7,0,7,3
_,_,46.5,2,2,1,2,0,0,0
_,_,77.0,3,0,0,2,0,7,0
_,_,60.0,2,7,3,3,0,4,1
_,_,63.0,7,3,7,2,0,7,7
_,_,52.0,7,3,7,7,0,7,2
_,_,99.0,0,0,0,0,0,7,7
_,_,75.0,2,2,3,3,0,7,0
_,_,21.0,2,3,1,3,0,0,0
_,_,85.5,1,0,0,0,0,7,2
_,_,25.5,2,0,2,7,0,2,0
_,_,46.0,2,0,0,0,0,6,1
_,_,54.0,1,0,7,0,0,5,0
_,_,80.0,0,0,3,7,0,4,7
_,_,40.0,2,0,3,3,0,3,3
_,_,68.0,0,0,3,2,0,5,0
_,_,48.5,2,7,0,3,0,7,3
_,_,83.0,2,0,0,0,0,7,5
_,_,66.0,0,0,0,0,0,6,7
_,_,95.0,0,0,0,0,0,7,7
_,_,67.0,0,0,0,0,0,7,7
